event_id,event_description,start_tstamp,confirmed_tstamp,created_tstamp,closed_tstamp,event_type,event_subtype,location,latitude,longitude,number_of_responders,lanes_affected
MDOT_CHART_65000b73006a00af004104e897035daa,Disabled Vehicle Event @ I-495 PRIOR TO MD 414,,2004-12-02 14:18:47-05,2004-12-02 14:19:06-05,2004-12-02 14:23:40-05,accidentsAndIncidents,disabled vehicle,I-495 PRIOR TO MD 414,38.8077836,-76.9696094,1.0,
MDOT_CHART_7bff0d85006c00af004104e897035daa,Action Event @ MD 193 BRIDGE OVERPASS OVER I-95 [Other],,2004-12-02 14:28:22-05,2004-12-02 14:28:57-05,2004-12-02 14:29:38-05,accidentsAndIncidents,incident,MD 193 BRIDGE OVERPASS OVER I-95,38.9950608,-76.8892211,1.0,
MDOT_CHART_82ff0688006d00af004106e89f035daa,Incident @ FALLS RD RAMP TO I-695 I/L[Disabled In Roadway],,2004-12-02 14:31:39-05,2004-12-02 14:31:41-05,2004-12-02 14:50:32-05,accidentsAndIncidents,disabled vehicle,FALLS RD RAMP TO I-695 I/L,39.407707,-76.6675166,1.0,0.0
MDOT_CHART_95ff0f9c006d00af004104e897035daa,Incident @ I-495 1 MILE PRIOR TO CLARA BARTON PARKWAY[Other],,2004-12-02 14:35:17-05,2004-12-02 14:35:48-05,2004-12-02 14:44:09-05,accidentsAndIncidents,incident,I-495 1 MILE PRIOR TO CLARA BARTON PARKWAY,38.9775519,-77.1737204,2.0,1.0
MDOT_CHART_e8ffc71a097100af0041b48c33235daa,Congestion Event @ I-95 PRIOR US 1,,2004-12-02 14:46:34-05,2004-12-02 14:46:37-05,2004-12-02 18:46:25-05,trafficConditions,traffic congestion,I-95 PRIOR US 1,39.0169294,-76.9218773,0.0,
MDOT_CHART_07001405007100af004104e897035daa,"Incident @ I-495 BETWEEN CARDER [Collision, Property Damage]",,2004-12-02 14:47:51-05,2004-12-02 14:47:41-05,2004-12-02 15:31:03-05,accidentsAndIncidents,accident,I-495 BETWEEN CARDER ROCK AND PERSIMMON TREE RD,38.9805671,-77.1724236,5.0,2.0
MDOT_CHART_93ff1989007400af004104e897035daa,"Incident @ I-95 AT MD 5[Collision, Property Damage]",,2004-12-02 15:01:43-05,2004-12-02 15:01:35-05,2004-12-02 15:16:55-05,accidentsAndIncidents,accident,I-95 AT MD 5,38.8189003,-76.9173715,4.0,1.0
MDOT_CHART_28001e13007a00af004104e897035daa,Disabled Vehicle Event @ I-295 RAMP TO I-95,,2004-12-02 15:25:14-05,2004-12-02 15:25:35-05,2004-12-02 15:35:17-05,accidentsAndIncidents,disabled vehicle,I-295 RAMP TO I-95,38.7938177,-77.0166267,1.0,
MDOT_CHART_0c00cb30097b00af0041b48c33235daa,Congestion Event @ I-495 PRIOR MD 355,,2004-12-02 15:29:36-05,2004-12-02 15:29:35-05,2004-12-02 19:12:18-05,trafficConditions,traffic congestion,I-495 PRIOR MD 355,39.0157083,-77.0993215,0.0,
MDOT_CHART_9fff2087007b00af004104e897035daa,Congestion Event @ I-495 PRIOR TO AMER LEGION BRIDGE,,,2004-12-02 15:31:57-05,2004-12-02 19:11:54-05,trafficConditions,traffic congestion,I-495 PRIOR TO AMER LEGION BRIDGE,38.9725619,-77.1771214,0.0,
MDOT_CHART_1eff21ff008100af004104e897035daa,Incident @ I-495  AT MD 355 OVERPASS[Disabled In Roadway],,2004-12-02 15:59:17-05,2004-12-02 15:59:51-05,2004-12-02 16:12:50-05,accidentsAndIncidents,disabled vehicle,I-495  AT MD 355 OVERPASS,39.0168317,-77.0964491,4.0,1.0
MDOT_CHART_2aff2700008600af004104e897035daa,Disabled Vehicle Event @ I-270 AT MD 189,,2004-12-02 16:16:16-05,2004-12-02 16:16:51-05,2004-12-02 16:22:25-05,accidentsAndIncidents,disabled vehicle,I-270 AT MD 189,39.0731242,-77.1633575,1.0,
MDOT_CHART_5fffd172098600af0041b48c33235daa,Incident @ I-95 PRIOR MD 216 [Debris In Roadway],,2004-12-02 16:17:38-05,2004-12-02 16:17:38-05,2004-12-02 16:34:24-05,obstruction,debris on roadway,I-95 PRIOR MD 216,39.1282763,-76.8600186,1.0,
MDOT_CHART_cdfed7d4098c00af0041b48c33235daa,Congestion Event @ I-95 PRIOR W W BRIDGE,,2004-12-02 16:44:52-05,2004-12-02 16:44:53-05,2004-12-02 18:46:44-05,trafficConditions,traffic congestion,I-95 PRIOR W W BRIDGE,38.7884261,-77.0383198,0.0,
MDOT_CHART_0fff2ad7009100af004104e897035daa,Disabled Vehicle Event @ US 50 PRIOR TO CHURCH RD,,2004-12-02 17:08:23-05,2004-12-02 17:08:24-05,2004-12-02 17:09:24-05,accidentsAndIncidents,disabled vehicle,US 50 PRIOR TO CHURCH RD,38.9460248,-76.7591534,1.0,
MDOT_CHART_d9fe2d9d009200af004104e897035daa,Disabled Vehicle Event @ I-270 AT MD 118,,2004-12-02 17:09:54-05,2004-12-02 17:10:12-05,2004-12-02 17:10:42-05,accidentsAndIncidents,disabled vehicle,I-270 AT MD 118,39.1833441,-77.2537624,1.0,
MDOT_CHART_08ff30c6009500af004104e897035daa,Incident @ I-495 AT US 29[Disabled In Roadway],,2004-12-02 17:23:36-05,2004-12-02 17:23:59-05,2004-12-02 17:39:05-05,accidentsAndIncidents,disabled vehicle,I-495 AT US 29,39.0143161,-77.0036555,4.0,1.0
MDOT_CHART_56ff1622009700af004106e89f035daa,"Incident @ I-695 @ THE BACK RIVE[Collision, Property Damage]",,2004-12-02 17:29:10-05,2004-12-02 17:29:02-05,2004-12-02 18:03:06-05,accidentsAndIncidents,accident,I-695 @ THE BACK RIVER BRIDGE,39.2966538,-76.5018192,5.0,2.0
MDOT_CHART_d1fe3683009b00af004104e897035daa,Disabled Vehicle Event @ I-95 NORTH OF CHERRY HILL RD,,2004-12-02 17:48:10-05,2004-12-02 17:48:50-05,2004-12-02 17:50:06-05,accidentsAndIncidents,disabled vehicle,I-95 NORTH OF CHERRY HILL RD,39.0330644,-76.9434393,1.0,
MDOT_CHART_79ffe263099e00af0041b48c33235daa,"Incident @ I-495 PRIOR MD 355 [Collision, Property Damage]",,2004-12-02 17:59:47-05,2004-12-02 17:59:43-05,2004-12-02 18:23:05-05,accidentsAndIncidents,accident,I-495 PRIOR MD 355,39.0143751,-77.0987311,5.0,1.0
MDOT_CHART_c4ff207e009f00af004106e89f035daa,"Incident @ I-695 PAST EX 24 I-83[Collision, Personal Injury]",,2004-12-02 18:07:49-05,2004-12-02 18:07:56-05,2004-12-02 18:42:16-05,accidentsAndIncidents,accident,I-695 PAST EX 24 I-83 N/B,39.419505,-76.6506134,5.0,1.0
MDOT_CHART_eefe3b8c00aa00af004104e897035daa,Disabled Vehicle Event @ I-495 PRIOR TO CARDER ROCK,,2004-12-02 18:52:09-05,2004-12-02 18:53:19-05,2004-12-02 19:40:52-05,accidentsAndIncidents,disabled vehicle,I-495 PRIOR TO CARDER ROCK,38.9739053,-77.1783741,1.0,
MDOT_CHART_f5fe3e8f00ab00af004104e897035daa,Action Event @ POWDER MILL RD CLOSE TO MD 197 [Debris],,2004-12-02 18:57:39-05,2004-12-02 18:57:46-05,2004-12-02 19:33:42-05,accidentsAndIncidents,incident,POWDER MILL RD CLOSE TO MD 197,39.0444639,-76.815616,3.0,
MDOT_CHART_07ffecca09bb00af0041b48c33235daa,Incident @ I-495 RAMP TO I-95 NORTH L/L [Emergency Roadwork],,2004-12-02 20:05:14-05,2004-12-02 20:05:13-05,2004-12-03 18:05:06-05,roadwork,road construction,I-495 RAMP TO I-95 NORTH L/LN,39.0214984,-76.9409975,1.0,
MDOT_CHART_afff433300bc00af004104e897035daa,"Incident @ I-95 AT MD 212[Collision, Personal Injury]",,2004-12-02 20:07:39-05,2004-12-02 20:07:41-05,2004-12-02 20:27:52-05,accidentsAndIncidents,accident,I-95 AT MD 212,39.0492897,-76.93074,7.0,5.0
MDOT_CHART_7fff5ce000c600af004104e897035daa,Incident @ nned Closure @ MD 115 AT REDLAND RD,,2004-12-02 20:49:56-05,2004-12-02 20:52:37-05,2004-12-04 00:05:06-05,roadwork,road construction,MD 115 AT REDLAND RD,39.1449693,-77.1434152,1.0,1.0
MDOT_CHART_2000047d00fd00af00418de833035daa,Incident @ MD 650 @ EAST/WEST HWY[Emergency Roadwork],,2004-12-03 00:58:46-05,2004-12-03 00:58:48-05,2004-12-03 15:10:06-05,roadwork,road construction,MD 650 @ EAST/WEST HWY,38.9749729,-76.9936139,2.0,1.0
MDOT_CHART_9a00297a0a5f00b00041b48c33235daa,"Incident @ I-95 AT MD 201 [Collision, Personal Injury]",,2004-12-03 07:43:38-05,2004-12-03 07:43:37-05,2004-12-03 21:25:06-05,accidentsAndIncidents,accident,I-95 AT MD 201,39.0026504,-76.8927385,5.0,1.0
MDOT_CHART_260030fe0a6000b00041b48c33235daa,Incident @ I-95 ON WW BRIDGE [Disabled In Roadway],,2004-12-03 07:50:06-05,2004-12-03 07:50:05-05,2004-12-03 21:05:06-05,accidentsAndIncidents,disabled vehicle,I-95 ON WW BRIDGE,38.7913535,-77.0345824,1.0,1.0
MDOT_CHART_f1ff58ab006600b0004106e89f035daa,"Incident @ I-695 PRIOR TO MD 2[Collision, Personal Injury]",,2004-12-03 08:14:53-05,2004-12-03 08:14:53-05,2004-12-03 21:40:06-05,accidentsAndIncidents,incident,I-695 PRIOR TO MD 2,39.2066448,-76.6141013,4.0,2.0
MDOT_CHART_3b0070d0007300b0004106e89f035daa,Incident @ I-95 PAST EXIT 47 I-195[Vehicle Fire],,2004-12-03 09:13:02-05,2004-12-03 09:13:02-05,2004-12-03 22:25:06-05,accidentsAndIncidents,vehicle on fire,I-95 PAST EXIT 47 I-195,39.2346092,-76.7079598,3.0,
MDOT_CHART_140044c30a7500b00041b48c33235daa,Incident @ I-95 PRIOR W W BRIDGE [Disabled In Roadway],,2004-12-03 09:18:43-05,2004-12-03 09:18:42-05,2004-12-03 22:35:06-05,accidentsAndIncidents,disabled vehicle,I-95 PRIOR W W BRIDGE,38.7942813,-77.0289751,5.0,1.0
MDOT_CHART_6f005b14007900b0004105e89f035daa,Incident @ O/L I-695 PRIOR EX 26 YORK RD[Debris In Roadway],,2004-12-03 09:33:19-05,2004-12-03 09:33:20-05,2004-12-03 22:55:06-05,obstruction,debris on roadway,O/L I-695 PRIOR EX 26 YORK RD,39.3992599,-76.5641549,1.0,
MDOT_CHART_70fe90be0a8a00b00041b48c33235daa,Incident @ I-95 AT MD 210 [Disabled In Roadway],,2004-12-03 10:48:14-05,2004-12-03 10:48:14-05,2004-12-03 23:55:06-05,accidentsAndIncidents,disabled vehicle,I-95 AT MD 210,38.8038526,-76.9935867,1.0,1.0
MDOT_CHART_fdff7b6e008c00b0004106e89f035daa,Incident @ I-695 AT EXIT 38 MD 150[Disabled In Roadway],,2004-12-03 10:56:13-05,2004-12-03 10:56:14-05,2004-12-03 12:23:22-05,accidentsAndIncidents,disabled vehicle,I-695 AT EXIT 38 MD 150,39.3240159,-76.4450212,4.0,2.0
MDOT_CHART_e3ff5e6d009100b0004105e89f035daa,Incident @ N/B I-83 RAMP TO I/L I-695[Emergency Roadwork],,2004-12-03 11:17:08-05,2004-12-03 11:17:10-05,2004-12-03 12:43:27-05,roadwork,road construction,N/B I-83 RAMP TO I/L I-695,39.4032579,-76.659117,1.0,
MDOT_CHART_e4fe93250a9400b00041b48c33235daa,Incident @ I-95 N OF MD 450 [Disabled In Roadway],,2004-12-03 11:28:21-05,2004-12-03 11:28:21-05,2004-12-04 00:45:06-05,accidentsAndIncidents,disabled vehicle,I-95 N OF MD 450,38.9585283,-76.8643931,4.0,
MDOT_CHART_46003641009800b0004117e83d035daa,"Incident @ I-695 KEY BRIDGE MAIN[Collision, Property Damage]",,2004-12-03 11:46:16-05,2004-12-03 11:48:04-05,2004-12-03 13:21:28-05,accidentsAndIncidents,accident,I-695 KEY BRIDGE MAINSPAN,39.2184909,-76.5256749,5.0,2.0
MDOT_CHART_6fff023c00b300b0004104e897035daa,Disabled Vehicle Event @ US 50 EAST OF MD 201,,2004-12-03 13:41:29-05,2004-12-03 13:41:47-05,2004-12-03 13:42:56-05,accidentsAndIncidents,disabled vehicle,US 50 EAST OF MD 201,38.9181172,-76.9308578,1.0,
MDOT_CHART_c5feadca0ab600b00041b48c33235daa,Disabled Vehicle Event @ I-495 RAMP TO MD 190,,2004-12-03 13:56:10-05,2004-12-03 13:56:10-05,2004-12-03 14:36:50-05,accidentsAndIncidents,disabled vehicle,I-495 RAMP TO MD 190,38.9901683,-77.156718,1.0,
MDOT_CHART_0dff04d100ba00b0004104e897035daa,Incident @ RITCHIE MARLBORO RD RAMP TO I-95[Other],,2004-12-03 14:14:19-05,2004-12-03 14:14:48-05,2004-12-03 14:38:41-05,accidentsAndIncidents,incident,RITCHIE MARLBORO RD RAMP TO I-95,38.8697027,-76.8465011,4.0,0.0
MDOT_CHART_f4fe921e00bc00b0004106e89f035daa,"Incident @ I-695 PRIOR TO EX 13 [Collision, Property Damage]",,2004-12-03 14:19:31-05,2004-12-03 14:19:33-05,2004-12-03 14:45:24-05,accidentsAndIncidents,disabled vehicle,I-695 PRIOR TO EX 13 FREDERICK RD,39.2810279,-76.7304271,2.0,1.0
MDOT_CHART_64ff091b00c200b0004104e897035daa,"Incident @ I-95 AT NORTH OF TEMP[Collision, Property Damage]",,2004-12-03 14:45:02-05,2004-12-03 14:46:06-05,2004-12-03 16:26:02-05,accidentsAndIncidents,accident,I-95 AT NORTH OF TEMPLE HILLS RD.,38.8173288,-76.9437784,10.0,2.0
MDOT_CHART_70fe998d00c200b0004106e89f035daa,"Incident @ I-95 NORTH OF MD 100,[Collision, Personal Injury]",,2004-12-03 14:46:46-05,2004-12-03 14:46:47-05,2004-12-03 15:11:43-05,accidentsAndIncidents,accident,"I-95 NORTH OF MD 100, X-43",39.1990433,-76.7635292,3.0,2.0
MDOT_CHART_1effb7070ac800b00041b48c33235daa,Incident @ I-95 AT MD 5 [Disabled In Roadway],,2004-12-03 15:09:43-05,2004-12-03 15:09:43-05,2004-12-03 15:25:20-05,accidentsAndIncidents,disabled vehicle,I-95 AT MD 5,38.8172197,-76.9188064,3.0,1.0
MDOT_CHART_dafe128200c800b0004104e897035daa,Congestion Event @ I-495 PRIOR TO AMERICAN LEGION BR.,,2004-12-03 15:12:07-05,2004-12-03 15:12:32-05,2004-12-03 19:41:55-05,trafficConditions,traffic congestion,I-495 PRIOR TO AMERICAN LEGION BR.,38.9720873,-77.1772039,0.0,
MDOT_CHART_26ff15c700cc00b0004104e897035daa,Action Event @ US RT 1 NEAR SUNNYSIDE [Debris],,2004-12-03 15:30:38-05,2004-12-03 15:31:13-05,2004-12-03 15:31:57-05,accidentsAndIncidents,incident,US RT 1 NEAR SUNNYSIDE,39.0221227,-76.9227813,1.0,
MDOT_CHART_dfff197300d500b0004104e897035daa,Disabled Vehicle Event @ I-295 PRIOR TO I-95,,2004-12-03 16:07:29-05,2004-12-03 16:07:53-05,2004-12-03 16:13:52-05,accidentsAndIncidents,disabled vehicle,I-295 PRIOR TO I-95,38.7925133,-77.0144036,1.0,
MDOT_CHART_03ffa7ff00d500b0004106e89f035daa,"Incident @ I-95 @ THE HOWARD COU[Collision, Personal Injury]",,2004-12-03 16:09:41-05,2004-12-03 16:09:42-05,2004-12-03 17:06:21-05,accidentsAndIncidents,accident,I-95 @ THE HOWARD COUNTY LINE,39.2243074,-76.7180745,4.0,2.0
MDOT_CHART_69ffe2180ad700b00041b48c33235daa,Congestion Event @ I-95 PRIOR MD 212,,2004-12-03 16:14:00-05,2004-12-03 16:14:00-05,2004-12-03 19:41:58-05,trafficConditions,traffic congestion,I-95 PRIOR MD 212,39.0492891,-76.9296246,0.0,
MDOT_CHART_0fff1b9f00d700b0004104e897035daa,Incident @ US 50 E/B AT MD 704[Debris In Roadway],,2004-12-03 16:18:44-05,2004-12-03 16:18:55-05,2004-12-03 18:18:56-05,obstruction,debris on roadway,US 50 E/B AT MD 704,38.9462194,-76.8431825,1.0,
MDOT_CHART_72ff21f600dd00b0004104e897035daa,"Incident @ I-95 RAMP TO US 1[Collision, Property Damage]",,2004-12-03 16:43:43-05,2004-12-03 16:43:58-05,2004-12-03 16:48:56-05,accidentsAndIncidents,accident,I-95 RAMP TO US 1,39.017028,-76.9248695,3.0,0.0
MDOT_CHART_ebff256800e000b0004104e897035daa,"Incident @ US 29 AT SPRING ST[Collision, Personal Injury]",,,2004-12-03 16:54:44-05,2004-12-03 17:15:38-05,accidentsAndIncidents,accident,US 29 AT SPRING ST,38.9983853,-77.0257372,4.0,7.0
MDOT_CHART_38ff2aad00e300b0004104e897035daa,"Incident @ I-495 EAST OF MD 29[Collision, Property Damage]",,2004-12-03 17:08:07-05,2004-12-03 17:08:19-05,2004-12-03 17:11:15-05,accidentsAndIncidents,accident,I-495 EAST OF MD 29,39.0154004,-77.0160687,6.0,2.0
MDOT_CHART_abff74cd00e300b0004105e89f035daa,"Incident @ O/L I-695 PAST X-12[Collision, Property Damage]",,2004-12-03 17:09:16-05,2004-12-03 17:08:25-05,2004-12-03 17:40:28-05,accidentsAndIncidents,accident,O/L I-695 PAST X-12,39.2595018,-76.7020253,3.0,1.0
MDOT_CHART_b2ff321c00e600b0004104e897035daa,Disabled Vehicle Event @ I-495 EAST OF MD 355,,2004-12-03 17:18:27-05,2004-12-03 17:18:59-05,2004-12-03 17:23:55-05,accidentsAndIncidents,disabled vehicle,I-495 EAST OF MD 355,39.0152439,-77.0998472,1.0,
MDOT_CHART_6eff34d500e700b0004104e897035daa,"Incident @ US 29 AT MD 97[Collision, Personal Injury]",,2004-12-03 17:25:47-05,2004-12-03 17:25:32-05,2004-12-03 20:10:01-05,accidentsAndIncidents,accident,US 29 AT MD 97,38.9963477,-77.0268342,4.0,3.0
MDOT_CHART_33ff3b8900f100b0004104e897035daa,"Incident @ I-95 BETWEEN MD 202 A[Collision, Property Damage]",,2004-12-03 18:08:24-05,2004-12-03 18:08:57-05,2004-12-03 18:11:08-05,accidentsAndIncidents,accident,I-95 BETWEEN MD 202 AND US 50,38.9167535,-76.8503042,2.0,1.0
MDOT_CHART_8aff7d9200f400b0004105e89f035daa,"Incident @ E/B I-70 PRIOR I-695[Collision, Property Damage]",,2004-12-03 18:20:15-05,2004-12-03 18:20:54-05,2004-12-03 18:33:30-05,accidentsAndIncidents,accident,E/B I-70 PRIOR I-695,39.3054654,-76.7463023,2.0,1.0
MDOT_CHART_86ff7c8f00f400b0004105e89f035daa,"Incident @ O/L I-695 X-26[Collision, Personal Injury]",,2004-12-03 18:21:51-05,2004-12-03 18:21:56-05,2004-12-03 19:00:46-05,accidentsAndIncidents,accident,O/L I-695 X-26,39.4131052,-76.6115298,6.0,3.0
MDOT_CHART_b6ff46f1000000b1004104e897035daa,Disabled Vehicle Event @ I-95 AT EXIT 19 US 50,,2004-12-03 19:13:15-05,2004-12-03 19:13:21-05,2004-12-03 19:36:12-05,accidentsAndIncidents,disabled vehicle,I-95 AT EXIT 19 US 50,38.9446503,-76.8579461,1.0,
MDOT_CHART_37004a6b000300b1004104e897035daa,Disabled Vehicle Event @ I-495 AT MD 193,,,2004-12-03 19:23:32-05,2004-12-03 19:42:12-05,accidentsAndIncidents,disabled vehicle,I-495 AT MD 193,39.0138812,-77.0036555,1.0,
MDOT_CHART_c8ff4ef7000400b1004104e897035daa,Incident @ I-95 AT MD 450[Debris In Roadway],,,2004-12-03 19:30:17-05,2004-12-03 19:37:16-05,obstruction,debris on roadway,I-95 AT MD 450,38.9589631,-76.8643922,1.0,
MDOT_CHART_1a000b4d0b2800b10041b48c33235daa,Incident @ I-495 PAST EXIT 177 US 1 [Disabled In Roadway],,2004-12-03 22:00:29-05,2004-12-03 22:00:29-05,2004-12-03 22:36:59-05,accidentsAndIncidents,disabled vehicle,I-495 PAST EXIT 177 US 1,39.0153667,-77.0227302,2.0,
MDOT_CHART_64ff0e8f0b2d00b10041b48c33235daa,Action Event @ MD 212 AT OLD GUNPOWDER ROAD,,2004-12-03 22:22:55-05,2004-12-03 22:22:55-05,2004-12-04 13:25:06-05,accidentsAndIncidents,incident,MD 212 AT OLD GUNPOWDER ROAD,39.0491358,-76.9232105,1.0,
MDOT_CHART_8eff34a60b1900b20041b48c33235daa,Action Event @ MD 2 @ SOUTH RIVER CLUBHOUSE RD,,2004-12-04 15:10:14-05,2004-12-04 15:10:14-05,2004-12-04 22:57:12-05,accidentsAndIncidents,incident,MD 2 @ SOUTH RIVER CLUBHOUSE RD,38.94458,-76.5581281,2.0,
MDOT_CHART_e4ff4d2c0bd000b20041b48c33235daa,"Incident @ MD 214 AT I 495 [Collision, Property Damage]",,2004-12-05 04:09:00-05,2004-12-05 04:09:00-05,2004-12-05 20:45:06-05,accidentsAndIncidents,accident,MD 214 AT I 495,38.892099,-76.8463347,4.0,1.0
MDOT_CHART_7bff52bc0bd200b20041b48c33235daa,"Incident @ I-495 RAMP TO MD 214 [Collision, Property Damage]",,2004-12-05 04:19:56-05,2004-12-05 04:19:56-05,2004-12-05 22:20:06-05,accidentsAndIncidents,accident,I-495 RAMP TO MD 214 EAST,38.8916833,-76.8456872,4.0,1.0
MDOT_CHART_1f0067a8006b00b300418ce833035daa,Incident @ abled Vehicle Event @ US 29  AT FAIRLAND RD,,2004-12-05 15:11:50-05,2004-12-05 15:12:26-05,2004-12-05 19:51:30-05,accidentsAndIncidents,accident,US 29  AT FAIRLAND RD,39.0723684,-76.9551439,14.0,10.0
MDOT_CHART_63ff7a8200c200b300418ce833035daa,Action Event @ MD 223 NEAR RESURRECTION CEMETERY AT # 7821,,2004-12-05 21:24:05-05,2004-12-05 21:24:07-05,2004-12-05 23:07:52-05,accidentsAndIncidents,incident,MD 223 NEAR RESURRECTION CEMETERY AT # 7821,38.7826686,-76.8473442,3.0,
MDOT_CHART_28ff81330bd800b30041b48c33235daa,Action Event @ REISTERTOWN RD AT SLADE AVE,,2004-12-05 22:55:31-05,2004-12-05 22:55:31-05,2004-12-06 17:55:06-05,accidentsAndIncidents,incident,REISTERTOWN RD AT SLADE AVE,39.3687252,-76.7170304,1.0,
MDOT_CHART_16ff84150be100b30041b48c33235daa,Action Event @ I 97 AT NEW CUT ROAD,,2004-12-05 23:33:25-05,2004-12-05 23:33:25-05,2004-12-06 13:50:06-05,accidentsAndIncidents,incident,I 97 AT NEW CUT ROAD,39.1275794,-76.6394343,1.0,
MDOT_CHART_86ff896b0bf600b30041b48c33235daa,Action Event @ MD 355 AT LOWS RD,,2004-12-06 01:04:27-05,2004-12-06 01:04:27-05,2004-12-06 17:55:06-05,accidentsAndIncidents,incident,MD 355 AT LOWS RD,39.3653644,-77.3805688,1.0,
MDOT_CHART_a5ff8e6c0b0e00b40041b48c33235daa,Action Event @ MARLBORO PIKE AT S OSBORNE,,2004-12-06 02:46:52-05,2004-12-06 02:46:52-05,2004-12-06 17:55:06-05,accidentsAndIncidents,incident,MARLBORO PIKE AT S OSBORNE,38.8110887,-76.8232928,1.0,
MDOT_CHART_b6ff907a0b0f00b40041b48c33235daa,"Incident @ US 1 FROM WATERLOO R [Collision, Property Damage]",,2004-12-06 02:51:22-05,2004-12-06 02:51:22-05,2004-12-06 16:55:06-05,accidentsAndIncidents,accident,US 1 FROM WATERLOO ROAD TO PORT CAPITOL ROAD,39.1734663,-76.7818581,4.0,8.0
MDOT_CHART_c0ff94780b1700b40041b48c33235daa,Incident @ MD 4 AT SUITLAND PARKWAY [Police Activity],,2004-12-06 03:25:28-05,2004-12-06 03:25:28-05,2004-12-06 21:55:06-05,accidentsAndIncidents,incident,MD 4 AT SUITLAND PARKWAY,38.8289823,-76.8560276,2.0,8.0
MDOT_CHART_6cff9c000b3300b40041b48c33235daa,Action Event @ MD -218 AT SHADYSIDE,,2004-12-06 05:22:56-05,2004-12-06 05:22:55-05,2004-12-06 19:00:06-05,accidentsAndIncidents,incident,MD -218 AT SHADYSIDE,38.8517388,-76.9306091,1.0,
MDOT_CHART_aaffa2340b3700b40041b48c33235daa,"Incident @ I 70 AT  US 40 ALTER [Collision, Personal Injury]",,2004-12-06 05:40:52-05,2004-12-06 05:40:52-05,2004-12-06 19:45:06-05,accidentsAndIncidents,accident,I 70 AT  US 40 ALTERNATE EXIT#49,39.3963723,-77.4227622,4.0,4.0
MDOT_CHART_4affa9c80b3c00b40041b48c33235daa,Incident @ I-495 W OF NORTH WEST BRANCH [Vehicle Fire],,2004-12-06 06:04:40-05,2004-12-06 06:04:40-05,2004-12-06 19:40:06-05,accidentsAndIncidents,vehicle on fire,I-495 W OF NORTH WEST BRANCH,39.0182371,-76.9863834,7.0,3.0
MDOT_CHART_e8ffb84e0b4500b40041b48c33235daa,Incident @ I-95 PRIOR GREEN BELT METRO [Debris In Roadway],,2004-12-06 06:41:02-05,2004-12-06 06:41:02-05,2004-12-06 20:05:06-05,obstruction,debris on roadway,I-95 PRIOR GREEN BELT METRO,39.0107807,-76.9015453,3.0,
MDOT_CHART_deffbd3d0b4700b40041b48c33235daa,Incident @ MLK AT ARDWICK ARDMORE [Debris In Roadway],,,2004-12-06 06:49:17-05,2004-12-06 20:20:06-05,obstruction,debris on roadway,MLK AT ARDWICK ARDMORE,38.9403465,-76.8705436,1.0,
MDOT_CHART_4cffc49e0b4d00b40041b48c33235daa,"Incident @ US 50 @ MD 450 SPLIT [Collision, Property Damage]",,2004-12-06 07:16:30-05,2004-12-06 07:16:30-05,2004-12-06 21:05:06-05,accidentsAndIncidents,accident,US 50 @ MD 450 SPLIT,39.0130517,-76.4904782,4.0,4.0
MDOT_CHART_7bffcfc8005800b4004106e89f035daa,"Incident @ I-695 AT EXIT 31 MD 1[Collision, Property Damage]",,2004-12-06 08:04:43-05,2004-12-06 08:04:44-05,2004-12-06 21:10:06-05,accidentsAndIncidents,incident,I-695 AT EXIT 31 MD 147,39.3873826,-76.5291761,2.0,1.0
MDOT_CHART_1500937f007800b4004105e89f035daa,"Incident @ E/B PULASKI HWY AT I-[Collision, Property Damage]",,2004-12-06 10:20:23-05,2004-12-06 10:20:32-05,2004-12-06 12:27:08-05,accidentsAndIncidents,accident,E/B PULASKI HWY AT I-695,39.3301554,-76.4839239,2.0,
MDOT_CHART_8dffe0a5007c00b4004106e89f035daa,Incident @ I-695 AT FALLS RD[Vehicle Fire],,2004-12-06 10:37:36-05,2004-12-06 10:37:36-05,2004-12-07 00:05:06-05,accidentsAndIncidents,vehicle on fire,I-695 AT FALLS RD,39.4087884,-76.6648037,3.0,1.0
MDOT_CHART_15ffe716008c00b4004106e89f035daa,Incident @ MD 45 YORK RD AT BOSLEY AVE -[Emergency Roadwork],,2004-12-06 11:43:28-05,2004-12-06 11:43:28-05,2004-12-10 21:55:06-05,roadwork,road construction,MD 45 YORK RD AT BOSLEY AVE - WATER MAIN BREAK,39.4065918,-76.6062772,2.0,2.0
MDOT_CHART_ebfe9634009600b4004105e89f035daa,Incident @ O/L I-695 EX 12 WILKENS AVE[Other],,2004-12-06 12:26:32-05,2004-12-06 12:26:37-05,2004-12-06 12:33:00-05,accidentsAndIncidents,incident,O/L I-695 EX 12 WILKENS AVE,39.2616475,-76.7055546,2.0,
MDOT_CHART_93ff026b00a400b4004104e897035daa,Incident @ I-495 PRIOR RIGGS RD[Debris In Roadway],,2004-12-06 13:27:25-05,2004-12-06 13:27:42-05,2004-12-06 13:40:27-05,obstruction,debris on roadway,I-495 PRIOR RIGGS RD,39.0192549,-76.9639785,2.0,2.0
